x_mm,y_mm,z_mm,edep_keV
-3.50761,-0.0148732,-0.0922484,0.171445
-3.50756,-0.014889,-0.0922461,14.9446
2.39657,2.82991,-6.08789,11.684
2.41742,2.82991,-6.08789,0.726575
2.41744,2.82988,-6.08792,12.5894
-1.16324,3.05242,2.8449,9.884
-1.14919,3.05242,2.8449,0.0904078
-1.14915,3.05245,2.84487,15.0256
-3.59729,0.00329617,0.747373,11.139
-3.58757,0.00329617,0.747373,0.473046
-3.58758,0.00332605,0.747363,13.388
-0.602997,1.57743,7.87185,9.884
-0.595123,1.57743,7.87185,0.893573
-0.595123,1.57746,7.87189,14.2224
-1.69648,1.54603,6.25439,11.684
-1.68937,1.54603,6.25439,1.26245
-1.68935,1.54599,6.25439,12.0536
-0.511193,0.339364,7.01517,0.469
-0.48507,0.339364,7.01517,0.053292
-0.484969,0.339388,7.01519,24.4777
-2.83451,1.49432,4.46607,9.884
-2.81399,1.49432,4.46607,0.353445
-2.81399,1.49431,4.46611,14.7626
-2.94654,2.01909,4.68822,9.884
-2.90153,2.01909,4.68822,0.0531271
-2.90152,2.01907,4.68825,15.0629
3.82492,-0.228973,-1.25071,11.139
3.85218,-0.223809,-1.25314,0.346706
3.85221,-0.223837,-1.25312,13.5143
-2.86567,1.73682,-6.29624,0.407
-2.84309,1.73682,-6.29624,0.798348
-2.84312,1.7369,-6.29624,23.7947
-2.50732,2.62653,-1.60905,9.884
-2.50224,2.62653,-1.60905,0.0796717
-2.50225,2.62654,-1.609,15.0363
-1.06226,-0.0913658,-1.3072,11.139
-1.03076,-0.0913658,-1.3072,0.113773
-1.03078,-0.091364,-1.3072,13.7472
3.80699,-0.226211,1.78396,9.884
3.82203,-0.226211,1.78396,0.156233
3.82204,-0.226185,1.78392,14.9598
-0.805395,2.63136,6.21787,9.884
-0.79781,2.63136,6.21787,0.37721
-0.797835,2.63136,6.21787,14.7388
-0.686932,2.9741,3.48531,9.884
-0.670561,2.9741,3.48531,0.337654
-0.670543,2.97414,3.48528,14.7783
-3.25613,2.79311,2.83623,11.139
-3.2302,2.79311,2.83623,8.89525
-3.2302,2.79311,2.83627,4.96575
1.96694,2.35863,-7.77091,11.139
1.96838,2.35863,-7.77091,0.223937
1.96841,2.35864,-7.77094,13.6371
-3.71236,2.08154,-0.48943,11.139
-3.68141,2.08154,-0.48943,0.150311
-3.68138,2.08152,-0.489467,13.7107
1.16183,2.92684,5.78038,11.684
1.17292,2.92684,5.78038,0.799273
1.17295,2.92684,5.78035,12.5167
-3.57237,-0.449127,0.94842,9.884
-3.54168,-0.449127,0.94842,1.72204
-3.54172,-0.449126,0.94843,13.394
-2.31791,0.391236,-2.27958,11.684
-2.29949,0.391236,-2.27958,0.765604
-2.29949,0.391272,-2.27956,12.5504
-0.785181,0.310265,2.99942,11.684
-0.744026,0.310265,2.99942,0.892512
-0.744008,0.310303,2.99942,12.4235
-1.21153,2.57344,5.75868,11.139
-1.1629,2.57344,5.75868,9.30812
-1.16287,2.57345,5.75864,4.55288
-1.48363,0.603391,2.82096,2.712
-1.46312,0.603391,2.82096,2.47335
-1.46308,0.603478,2.82096,19.8147
1.73229,2.5057,-3.59481,11.684
1.73998,2.5057,-3.59481,1.35749
1.73995,2.50573,-3.59479,11.9585
-2.02582,3.10927,-1.98787,2.712
-2.02551,3.10927,-1.98787,0.515884
-2.02543,3.10926,-1.98782,0.315461
-2.02547,3.10929,-1.98776,0.340375
-2.02551,3.10935,-1.9877,0.371132
-2.02556,3.10935,-1.98765,0.0920615
-2.02562,3.10931,-1.98761,0.757168
-2.02565,3.10927,-1.98755,0.731394
-2.02572,3.10924,-1.98753,0.111361
-2.02577,3.10922,-1.98748,0.318707
-2.02584,3.10925,-1.98748,0.231259
-2.02591,3.10926,-1.98747,0.121092
-2.02595,3.1093,-1.98747,1.24472
-2.02595,3.10934,-1.98747,0.14699
-2.02593,3.10935,-1.98752,0.172384
-2.02593,3.10938,-1.98757,0.199253
-2.02595,3.10938,-1.98761,0.581028
-2.02591,3.1094,-1.98762,0.235529
-2.02587,3.10944,-1.98761,2.06074
-2.02586,3.10946,-1.98758,1.46654
-2.02586,3.10945,-1.98754,0.255446
-2.02584,3.10944,-1.98752,0.238726
-2.02584,3.10945,-1.98749,0.0180976
-2.02585,3.10943,-1.98751,0.0835066
-2.02586,3.10942,-1.98754,0.122579
-2.02588,3.1094,-1.98751,0.0610814
-2.02589,3.1094,-1.98749,0.228056
-2.02593,3.10939,-1.98748,0.153068
-2.02594,3.10938,-1.98746,0.0236257
-2.02593,3.10937,-1.98743,0.321909
-2.02592,3.10936,-1.9874,0.146071
-2.0259,3.10935,-1.98739,0.702781
-2.02588,3.10933,-1.98738,0.0426545
-2.0259,3.1093,-1.98737,0.27133
-2.02589,3.10931,-1.98737,0.648396
-2.02589,3.10934,-1.98737,8.95758
1.58661,3.04203,4.87431,11.684
1.68594,3.04203,4.87431,0.0453249
1.68595,3.04206,4.87433,13.2707
-0.990461,1.12124,6.66652,2.472
-0.983792,1.12124,6.66652,0.292676
-0.983831,1.12123,6.66644,22.2353
-3.43809,-2.36272,2.11681,11.684
-3.43715,-2.36272,2.11681,0.103829
-3.43713,-2.36274,2.11678,13.2122
-0.54217,1.34776,7.12534,9.884
-0.516009,1.34776,7.12534,0.107251
-0.515966,1.34778,7.12531,15.0087
-0.399072,-0.119952,7.39019,11.684
-0.375997,-0.119952,7.39019,0.737542
-0.375972,-0.11993,7.39017,12.5785
-2.28501,2.73099,-1.30926,9.884
-2.27935,2.73099,-1.30926,0.0322284
-2.27938,2.73097,-1.30931,15.0838
-3.14205,1.28224,-8.12437,11.684
-3.10146,1.28224,-8.12437,0.121157
-3.10146,1.28225,-8.12432,13.1948
-2.88521,1.64711,3.47874,9.884
-2.87668,1.64711,3.47874,0.48312
-2.87665,1.64715,3.47876,14.6329
-4.1604,4.10055,-8.50303,0.232
-4.1387,4.10055,-8.50303,1.07662
-4.13861,4.10061,-8.50304,23.6914
-2.38504,1.43465,-0.37392,9.884
-2.37158,1.43465,-0.37392,0.0219902
-2.37154,1.43462,-0.3739,15.094
2.36071,2.88839,-8.38355,11.684
2.39355,2.88839,-8.38355,0.116129
2.39357,2.88842,-8.38354,13.1999
-3.31244,-4.3823,2.77049,11.684
-3.28752,-4.3823,2.77049,0.0320193
-3.28752,-4.38226,2.77049,13.284
-3.6474,0.271292,0.117267,9.884
-3.64656,0.271292,0.117267,0.239919
-3.64651,0.271314,0.117257,14.8761
-2.84742,1.54446,-4.10813,11.139
-2.83538,1.54446,-4.10813,0.85643
-2.83538,1.54444,-4.10811,13.0046
-2.89164,1.54623,-4.32017,0.469
-2.81946,1.54623,-4.32017,1.58399
-2.81948,1.54614,-4.3202,22.947
-3.91327,0.849913,0.176226,2.197
-3.90068,0.849913,0.176226,0.701277
-3.90066,0.849883,0.176142,22.1017
-3.21553,2.20037,3.51819,0.407
-3.19861,2.20037,3.51819,0.882434
-3.19857,2.20047,3.51816,23.7106
-3.452,-2.0902,-8.55297,11.139
-3.42167,-2.08682,-8.56029,0.96461
-3.42164,-2.08684,-8.56027,12.8964
-2.86423,2.16787,-4.67204,11.139
-2.82618,2.16787,-4.67204,0.0410085
-2.82616,2.16783,-4.67205,13.82
-4.68352,3.19395,-8.45171,9.884
-4.68297,3.19395,-8.45171,0.0590253
-4.683,3.19397,-8.45167,0.384976
-4.68301,3.19399,-8.45162,0.343583
-4.68298,3.19397,-8.45158,0.856555
-4.68295,3.19394,-8.45155,0.403584
-4.68294,3.19397,-8.45155,0.84323
-4.68293,3.19396,-8.45159,12.225
-2.04001,0.968226,2.27717,11.684
-1.9893,0.968226,2.27717,0.0238727
-1.98926,0.968209,2.27718,13.2921
-3.31833,-4.17518,3.0593,0.469
-3.2861,-4.17518,3.0593,0.924002
-3.28608,-4.17518,3.0594,23.607
-2.62066,0.886697,-4.05619,11.684
-2.6182,0.886697,-4.05619,0.0836054
-2.61817,0.886689,-4.05622,13.2324
-0.792422,2.91018,4.92317,11.684
-0.79087,2.91018,4.92317,0.163631
-0.790884,2.91014,4.92316,13.1524
-0.827135,2.87938,4.23976,11.684
-0.802235,2.87938,4.23976,0.457954
-0.802248,2.87939,4.23973,12.858
-2.90532,1.29104,-5.85384,11.139
-2.8881,1.29104,-5.85384,0.821409
-2.88808,1.29105,-5.85384,13.0396
3.78165,-0.246097,0.199421,2.472
3.82121,-0.246097,0.199421,0.0886164
3.82123,-0.24618,0.19943,22.4394
-2.72841,1.0493,-3.52876,11.139
-2.72509,1.0493,-3.52876,0.159512
-2.72508,1.04935,-3.52876,13.7015
3.89761,0.17409,2.58399,2.712
3.90973,0.17409,2.58399,0.281685
3.90975,0.174003,2.584,22.0063
-2.54137,2.55692,-4.755,1.737
-2.53627,2.55692,-4.755,1.3376
-2.53625,2.55701,-4.75503,21.9254
3.79514,0.000807568,-2.10366,1.737
3.81453,0.000807568,-2.10366,1.10239
3.8146,0.000868299,-2.10365,22.1606
-2.91233,1.51639,-5.8318,11.139
-2.91154,1.51719,-5.8238,6.45481
-2.91154,1.51724,-5.8238,7.40619
-3.72981,1.97693,1.69937,11.684
-3.70051,1.97693,1.69937,0.292938
-3.70052,1.9769,1.69936,13.0231
-2.49055,1.683,-0.596412,11.684
-2.48335,1.68283,-0.602571,0.0392866
-2.48334,1.68285,-0.602586,13.2767
-4.10995,-1.32463,-8.75681,11.139
-4.09599,-1.32463,-8.75681,0.259801
-4.09596,-1.32465,-8.75679,13.6012
-1.27953,0.608518,4.92871,2.197
-1.27727,0.608518,4.92871,0.125849
-1.27726,0.608432,4.92865,22.6772
-3.66336,2.65184,-0.31315,11.139
-3.65016,2.65184,-0.31315,1.22981
-3.65014,2.65183,-0.31315,12.6312
-2.86337,2.38667,-5.14593,2.472
-2.85303,2.38667,-5.14593,0.275933
-2.85302,2.38661,-5.14585,22.2521
-0.730562,1.33976,7.50067,9.884
-0.72502,1.33976,7.50067,0.371114
-0.724993,1.33978,7.50064,14.7449
-2.85175,1.94434,-7.87537,11.139
-2.85043,1.94434,-7.87537,0.430475
-2.85043,1.9443,-7.87539,13.4305
-0.990808,3.48715,0.0427995,11.139
-0.979761,3.48715,0.0427995,0.103719
-0.979743,3.48717,0.0427693,13.7573
-2.75713,1.06457,-5.56049,11.139
-2.75606,1.06457,-5.56049,0.106983
-2.75602,1.06459,-5.56048,13.754
-3.57535,0.885976,1.15512,11.684
-3.57493,0.885976,1.15512,0.0456404
-3.57491,0.885958,1.15509,0.16493
-3.57491,0.885946,1.15505,0.0357535
-3.57491,0.885958,1.15501,0.308923
-3.57491,0.885979,1.15498,0.0358308
-3.5749,0.885999,1.15494,0.125386
-3.57489,0.886022,1.15491,0.0996985
-3.57491,0.886029,1.15491,0.232394
-3.57494,0.886044,1.1549,0.107866
-3.57496,0.886056,1.15487,0.276808
-3.57498,0.886058,1.15484,0.302862
-3.57501,0.886068,1.15484,0.0709407
-3.57502,0.886071,1.15484,0.113984
-2.60162,0.782817,-2.32251,11.139
-2.59737,0.782817,-2.32251,0.59796
-2.59738,0.782857,-2.32253,13.263
-0.75414,2.70014,5.89313,11.684
-0.737197,2.70014,5.89313,0.0376035
-0.737202,2.70011,5.89316,13.2784
2.51467,3.18055,3.46061,11.684
2.52881,3.18055,3.46061,0.345348
2.52882,3.18059,3.46058,12.9707
-1.11691,3.34126,0.772265,9.884
-1.11477,3.34126,0.772265,0.41254
-1.11475,3.34131,0.772246,14.7035
2.10911,2.77067,-4.7149,0.407
2.11251,2.77067,-4.7149,0.270942
2.1126,2.77064,-4.71483,24.3221
-3.70547,2.14809,-0.282227,0.469
-3.6944,2.14809,-0.282227,1.62198
-3.69443,2.14813,-0.282134,22.909
2.12621,2.84404,-7.83461,9.884
2.12955,2.84404,-7.83461,0.0103861
2.12956,2.84404,-7.83465,15.1056
-3.97532,1.05845,0.34732,2.712
-3.94822,1.05845,0.34732,1.26951
-3.94825,1.05854,0.347286,21.0185
-3.42431,4.99427,-8.8344,2.712
-3.42117,4.99427,-8.8344,0.0737323
-3.42112,4.99435,-8.83443,22.2143
-2.45046,1.92961,-3.12102,9.884
-2.43399,1.92961,-3.12102,0.30979
-2.43398,1.92963,-3.12098,14.8062
-3.59148,-0.0997056,0.804213,11.684
-3.51056,-0.0997056,0.804213,0.552821
-3.51056,-0.0996688,0.804228,12.7632
-2.90552,-2.56757,-8.81125,11.139
-2.89275,-2.56757,-8.81125,0.0956009
-2.89274,-2.56761,-8.81126,13.7654
-2.9843,1.36335,-6.70389,9.884
-2.96585,1.36335,-6.70389,1.03711
-2.96582,1.36336,-6.70393,14.0789
-2.76718,1.15423,-3.91645,2.712
-2.74366,1.15423,-3.91645,0.183358
-2.7436,1.1543,-3.91647,22.1046
-2.91309,1.77666,-8.02757,11.139
-2.90631,1.77666,-8.02757,1.1844
-2.90628,1.77668,-8.02756,12.6766
-0.79536,0.372992,3.9017,9.884
-0.770112,0.372992,3.9017,0.659631
-0.770106,0.37294,3.90171,14.4564
-3.4797,-1.82793,1.53465,11.139
-3.4454,-1.82793,1.53465,0.302055
-3.44537,-1.82795,1.53469,13.5589
-1.12334,1.09095,6.3802,11.684
-1.08101,1.09095,6.3802,0.965171
-1.08099,1.09097,6.38017,12.3508
-2.61865,1.88037,-1.36367,11.684
-2.59778,1.88037,-1.36367,0.0945096
-2.59776,1.88035,-1.3637,13.2215
-3.68641,2.027,1.59864,11.139
-3.66687,2.027,1.59864,0.821266
-3.66683,2.02698,1.59865,13.0397
-2.71058,1.50627,-1.32056,11.684
-2.70726,1.50627,-1.32056,0.543845
-2.70723,1.50627,-1.32054,12.7722
-4.08668,-1.36655,-8.92634,11.139
-4.08616,-1.36655,-8.92634,0.502259
-4.08616,-1.36652,-8.92631,0.0616026
-4.08615,-1.36651,-8.92627,0.0883593
-4.08612,-1.36652,-8.92624,0.244789
-4.0861,-1.36654,-8.92624,0.189875
-4.08613,-1.36654,-8.92625,12.7741
-2.76475,2.09957,-6.95299,11.139
-2.73971,2.09957,-6.95299,0.0426287
-2.73971,2.09956,-6.95303,13.8184
-2.536,0.611147,-2.74198,11.139
-2.51529,0.611147,-2.74198,0.445486
-2.51531,0.611167,-2.74195,13.4155
-3.87608,1.58972,0.660436,11.684
-3.86716,1.58972,0.660436,1.41212
-3.86712,1.58971,0.660431,11.9039
-0.781816,0.850927,7.90773,9.884
-0.748432,0.850927,7.90773,0.0871845
-0.74841,0.850971,7.90771,15.0288
-0.150238,-0.216228,7.13379,2.472
-0.133374,-0.216228,7.13379,0.180074
-0.133363,-0.21632,7.13383,22.3479
-2.60101,0.894088,-5.22543,11.139
-2.58725,0.894088,-5.22543,3.30958
-2.58724,0.894083,-5.22545,10.5514
-3.6396,2.40084,2.25085,11.684
-3.63806,2.40084,2.25085,0.162026
-3.63806,2.40088,2.25087,13.154
-2.60923,1.16295,-1.47844,9.884
-2.57429,1.16295,-1.47844,0.320488
-2.57426,1.16292,-1.47845,14.7955
-3.82024,4.66165,-8.8362,9.884
-3.81817,4.66165,-8.8362,0.875881
-3.81819,4.66161,-8.83621,14.2401
-1.59022,0.794084,2.66953,9.884
-1.56086,0.807699,2.66599,0.374084
-1.56085,0.807651,2.66599,14.7419
3.75043,-0.197851,-1.25502,11.684
3.77721,-0.197851,-1.25502,0.177225
3.77719,-0.197869,-1.255,13.1388
-1.49175,0.103887,-0.990523,11.684
-1.47265,0.103887,-0.990523,1.3811
-1.47265,0.103859,-0.990509,11.9349
-2.54899,2.06861,-1.29271,11.684
-2.52722,2.06861,-1.29271,0.199848
-2.52719,2.0686,-1.29267,13.1162
-3.75746,2.50796,-0.794156,11.684
-3.72958,2.50796,-0.794156,0.945606
-3.72957,2.50798,-0.794192,12.3704
-0.653008,0.222398,7.56548,9.884
-0.635197,0.222398,7.56548,0.564285
-0.635203,0.222422,7.56544,14.5517
-4.28208,3.88737,-8.42998,2.197
-4.2816,3.88737,-8.42998,0.770935
-4.28153,3.88741,-8.42992,1.27412
-4.28146,3.88744,-8.42987,0.366972
-4.28146,3.88743,-8.42981,0.466376
-4.28151,3.88738,-8.42979,0.448769
-4.28159,3.88739,-8.42979,0.50134
-4.28167,3.88738,-8.42979,0.654934
-4.28169,3.88733,-8.42982,0.1742
-4.28167,3.88727,-8.42986,0.864628
-4.28161,3.88725,-8.42987,0.216413
-4.28162,3.88725,-8.42984,0.0751925
-4.28165,3.88724,-8.42979,0.121767
-4.28167,3.88725,-8.42974,0.686989
-4.2817,3.88724,-8.42969,0.0315497
-4.28172,3.88724,-8.42964,0.145967
-4.28171,3.88724,-8.4296,0.129757
-4.28176,3.88723,-8.42963,1.23311
-4.2818,3.88721,-8.42965,0.0958727
-4.28184,3.88722,-8.42968,0.119586
-4.28188,3.88721,-8.42969,0.0125436
-4.28191,3.8872,-8.42966,0.645022
-4.28193,3.88722,-8.42962,0.0534755
-4.28196,3.88722,-8.42958,0.841287
-4.28198,3.88719,-8.42955,0.134153
-4.28198,3.88716,-8.42954,0.110943
-4.28196,3.88712,-8.42953,0.285715
-4.28195,3.88708,-8.42954,0.248513
-4.28194,3.88708,-8.42956,0.13259
-4.28197,3.88709,-8.42959,0.103207
-4.28196,3.88711,-8.42961,0.608764
-4.28195,3.88711,-8.42964,0.310921
-4.28192,3.88714,-8.42964,0.494195
-4.2819,3.88716,-8.42964,0.0841258
-4.28188,3.88718,-8.42963,1.55054
-4.28186,3.8872,-8.42962,0.0129729
-4.28184,3.88721,-8.42962,0.818513
-4.28182,3.8872,-8.42962,0.13014
-4.28178,3.88721,-8.42962,0.842428
-4.28176,3.8872,-8.42963,7.00447
3.91975,-0.412672,0.178424,2.712
3.92738,-0.412672,0.178424,0.483515
3.92741,-0.412613,0.178365,21.8045
0.729931,3.38694,-2.0698,2.712
0.730814,3.38694,-2.0698,0.111103
0.730766,3.3869,-2.06973,1.5117
0.730734,3.38693,-2.0697,0.182891
0.730718,3.38701,-2.06972,0.971158
0.730683,3.38708,-2.06975,0.0260531
0.730633,3.38709,-2.06971,0.598124
0.730582,3.38707,-2.06965,7.43627
0.730542,3.38704,-2.06961,0.203279
0.730555,3.38704,-2.06958,0.968182
0.730581,3.38706,-2.06958,4.19635
0.730608,3.38706,-2.06958,6.08289
-2.56121,2.40727,5.02575,11.139
-2.54847,2.40727,5.02575,0.217394
-2.54845,2.40724,5.02576,13.6436
-2.38131,0.662913,-3.93908,9.884
-2.3725,0.662913,-3.93908,0.168504
-2.37247,0.662917,-3.93912,14.9475
-0.454347,0.613364,6.58228,11.139
-0.437445,0.613364,6.58228,0.825048
-0.437415,0.613385,6.58231,13.036
-0.471528,0.458824,8.47238,9.884
-0.449594,0.458824,8.47238,0.0402058
-0.449557,0.45886,8.47238,15.0758
-4.97235,1.17373,-8.47887,11.139
-4.96197,1.17373,-8.47887,0.137313
-4.96199,1.17371,-8.47889,13.7237
-2.98643,1.37513,-7.1537,9.884
-2.95813,1.35695,-7.15644,0.113875
-2.95811,1.35699,-7.15643,15.0021
-2.52473,0.631011,-3.35574,2.472
-2.47846,0.631011,-3.35574,0.197118
-2.47846,0.631107,-3.35576,22.3309
-2.8694,1.8744,-5.809,0.245
-2.84715,1.8744,-5.809,0.804526
-2.84713,1.87449,-5.80907,23.9505
-2.70074,1.01882,-5.54725,11.139
-2.69355,1.01882,-5.54725,0.100947
-2.69354,1.01878,-5.54723,13.7601
-3.54074,-0.353082,1.19412,11.684
-3.49385,-0.353082,1.19412,0.0915031
-3.49386,-0.353054,1.19415,13.2245
1.76614,0.10705,-1.95662,9.884
1.77313,0.10705,-1.95662,0.525007
1.77317,0.10705,-1.95666,14.591
-2.04349,2.18228,0.567344,11.139
-1.96852,2.18228,0.567344,0.482336
-1.96851,2.18231,0.56733,13.3787
-1.11439,0.507992,5.08306,11.684
-1.1117,0.507992,5.08306,0.663598
-1.11168,0.507954,5.08305,12.6524
-3.07318,1.44638,-7.50426,2.472
-3.06202,1.44638,-7.50426,0.160696
-3.06194,1.4464,-7.50428,22.3673
-3.16844,2.34016,3.77355,9.884
-3.15954,2.34016,3.77355,0.869831
-3.1595,2.34014,3.77352,14.2462
-2.86705,1.65829,-4.19916,9.884
-2.83407,1.65829,-4.19916,0.273949
-2.83411,1.6583,-4.19918,14.8421
-3.62195,0.674825,1.15967,11.139
-3.6169,0.674825,1.15967,0.132913
-3.61687,0.674787,1.15968,13.7281
-1.85224,2.59331,0.847067,11.684
-1.81638,2.59331,0.847067,0.209683
-1.81639,2.59328,0.847103,13.1063
3.94993,0.05336,0.162086,11.139
3.9584,0.05336,0.162086,0.601295
3.95843,0.0533798,0.162059,13.2597
-0.711219,1.76289,7.44213,11.139
-0.675006,1.76289,7.44213,0.817283
-0.675014,1.76292,7.44213,13.0437
-3.58903,1.18777,1.29738,11.684
-3.57629,1.18777,1.29738,0.124403
-3.57625,1.18778,1.29738,13.1916
-0.663008,1.51937,7.4286,11.139
-0.656416,1.51937,7.4286,0.863315
-0.656413,1.51935,7.42857,12.9977
-0.385705,3.91844,-1.75207,2.712
-0.377737,3.91844,-1.75207,1.12731
-0.377711,3.91838,-1.75214,21.1607
-2.95237,1.79092,4.68667,9.884
-2.85219,1.79092,4.68667,2.46242
-2.85221,1.79096,4.68669,12.6536
-2.28347,1.89904,-2.9458,11.684
-2.23674,1.89904,-2.9458,0.0419807
-2.23672,1.89907,-2.94578,13.274
-2.99291,1.74567,-7.29231,11.684
-2.9898,1.74567,-7.29231,0.173674
-2.98979,1.74571,-7.29231,13.1423
3.97913,-0.327735,2.05856,9.884
3.99971,-0.327735,2.05856,0.311153
3.99967,-0.327774,2.05856,14.8048
-0.946993,-0.0591033,-1.05387,9.884
-0.889966,-0.0591033,-1.05387,0.531889
-0.889976,-0.0591528,-1.05387,14.5841
-2.71514,1.42154,-1.46772,9.884
-2.69057,1.42154,-1.46772,0.0352852
-2.69052,1.42152,-1.4677,15.0807
-2.9956,1.72421,-7.4632,11.139
-2.98436,1.72421,-7.4632,0.0721699
-2.98437,1.72418,-7.46316,13.7888
-2.83118,1.73139,5.018,9.884
-2.83098,1.73139,5.018,0.233955
-2.83094,1.73137,5.01801,0.684729
-2.83094,1.73132,5.01799,0.0935066
-2.83096,1.73128,5.01797,0.0505047
-2.83099,1.73126,5.01795,1.13276
-2.83095,1.73126,5.01796,0.0613489
-2.83094,1.73124,5.01796,0.115401
-2.8309,1.73122,5.01797,1.00287
-2.83089,1.73119,5.01798,0.822206
-2.83086,1.73118,5.01796,0.0193111
-2.83083,1.73117,5.01796,0.131283
-2.8308,1.73116,5.01797,0.0683596
-2.83077,1.73117,5.01798,0.0962531
-2.83075,1.73119,5.01796,0.566881
-2.83073,1.73119,5.01795,0.524014
-2.8307,1.7312,5.01794,9.51262
-0.977431,0.0774028,-0.66928,11.139
-0.952927,0.0774028,-0.66928,0.700735
-0.952916,0.0773731,-0.669304,13.1603
-1.62124,3.29243,-0.906433,2.197
-1.6109,3.29243,-0.906433,1.0158
-1.61088,3.29233,-0.906455,21.7872
-0.521944,0.0937836,7.78609,11.139
-0.518603,0.0937836,7.78609,0.326545
-0.518578,0.093814,7.78607,13.5345
-3.38892,-3.30042,2.2573,9.884
-3.37053,-3.30042,2.2573,0.99669
-3.37053,-3.30038,2.25732,14.1193
-2.85104,1.0953,-6.21058,11.684
-2.79167,1.0953,-6.21058,0.734891
-2.79168,1.09526,-6.21056,12.5811
-2.81236,1.46925,-3.91856,9.884
-2.80655,1.46925,-3.91856,0.137015
-2.80656,1.4692,-3.91857,14.979
-1.85716,3.04376,-0.948382,11.684
-1.85578,3.04376,-0.948382,0.838076
-1.85576,3.04372,-0.948397,12.4779
-4.16152,-1.23533,-8.6873,11.139
-4.15977,-1.23533,-8.6873,0.765527
-4.15975,-1.23535,-8.68734,13.0955
-2.24233,1.28447,2.15447,1.737
-2.21764,1.28447,2.15447,0.423419
-2.21761,1.28452,2.15456,22.8396
-3.75938,1.67131,-0.142072,0.232
-3.7545,1.67131,-0.142072,0.660901
-3.75452,1.67131,-0.142185,0.697906
-3.75454,1.67135,-0.142278,0.582711
-3.7546,1.67132,-0.142357,0.269392
-3.75465,1.67129,-0.142419,0.216225
-3.75462,1.67126,-0.142508,0.210276
-3.75462,1.67126,-0.142602,1.00015
-3.75463,1.67125,-0.142694,3.60245
-3.75461,1.67126,-0.142627,1.10869
-3.7546,1.67129,-0.142568,0.191065
-3.75459,1.67132,-0.142524,0.299826
-3.75454,1.67133,-0.142521,0.349063
-3.7545,1.67136,-0.1425,0.257431
-3.75448,1.6714,-0.142469,0.170541
-3.75445,1.67144,-0.142483,0.0878082
-3.75443,1.67148,-0.142503,0.135475
-3.75442,1.67151,-0.142536,1.44617
-3.75443,1.67154,-0.142578,0.317148
-3.7544,1.67155,-0.142599,0.125743
-3.75437,1.67157,-0.142621,0.190212
-3.75434,1.67157,-0.142633,12.8488
-3.64468,0.961652,0.813332,11.139
-3.62594,0.961652,0.813332,0.82293
-3.62591,0.961678,0.813305,13.0381
-1.19404,0.547795,4.67729,11.684
-1.19349,0.547795,4.67729,1.29215
-1.19348,0.547809,4.67725,0.625839
-1.19351,0.547815,4.67724,11.398
-3.73835,2.04891,2.12999,11.139
-3.72723,2.04891,2.12999,0.631302
-3.72726,2.04891,2.13001,13.2297
-0.470331,0.193567,1.80126,2.197
-0.459414,0.193567,1.80126,1.16129
-0.459471,0.193524,1.8012,21.6417
-2.52698,1.12628,-2.35539,9.884
-2.50523,1.12628,-2.35539,0.979392
-2.50523,1.12625,-2.35539,14.1366
-4.11447,-1.31824,-8.91788,9.884
-4.08255,-1.31824,-8.91788,0.705365
-4.08253,-1.31821,-8.91785,14.4106
-1.67214,3.5809,-1.88089,9.884
-1.59154,3.5809,-1.88089,0.0895988
-1.59154,3.58086,-1.88086,15.0264
1.15322,3.12621,5.38603,11.684
1.17416,3.12621,5.38603,0.451746
1.17416,3.12618,5.38606,12.8643
-0.476703,0.215987,8.25125,2.472
-0.461156,0.215987,8.25125,0.0108548
-0.461249,0.215973,8.25127,22.5171
-2.52995,2.1643,-1.24624,9.884
-2.50235,2.1643,-1.24624,0.0763704
-2.50233,2.16428,-1.24629,15.0396
-2.64041,1.48245,5.30807,9.884
-2.62604,1.48245,5.30807,4.77707
-2.626,1.48245,5.30804,10.3389
-3.38434,-3.26602,2.57034,2.712
-3.32938,-3.26602,2.57034,0.050029
-3.32937,-3.26596,2.57028,22.238
1.25283,3.46831,-2.15919,11.139
1.25911,3.46831,-2.15919,1.45016
1.25911,3.4683,-2.15917,12.4108
-2.96907,1.52743,-7.65788,9.884
-2.95883,1.52743,-7.65788,3.79501
-2.95882,1.52747,-7.6579,11.321
-2.18027,2.89407,-1.47741,9.884
-2.16548,2.89407,-1.47741,0.719467
-2.16549,2.89402,-1.47742,14.3965
-0.824431,1.96355,6.83856,2.712
-0.820427,1.96355,6.83856,0.0913988
-0.820411,1.96362,6.8385,22.1966
1.97123,2.76797,-5.80225,9.884
1.98255,2.76797,-5.80225,0.191621
1.98253,2.76793,-5.80228,14.9244
-0.979088,2.2187,6.50009,11.684
-0.978855,2.2187,6.50009,0.223975
-0.978835,2.21869,6.50007,1.53236
-0.978804,2.21868,6.50004,0.103658
-0.978772,2.21867,6.50003,0.0535709
-0.978743,2.21867,6.50001,0.075966
-0.978734,2.21867,6.5,0.0614445
-0.978709,2.21867,6.50002,0.760704
-0.978693,2.21864,6.50003,1.05298
-0.978691,2.21861,6.50004,9.45134
-1.25765,0.663731,4.43977,1.737
-1.25129,0.663731,4.43977,0.235614
-1.25136,0.663799,4.43974,23.0274
-2.52085,2.2939,-5.82396,9.884
-2.51467,2.2939,-5.82396,0.0954752
-2.51467,2.29391,-5.82392,15.0205
-2.29159,2.27217,1.47955,11.139
